Grade,Occ_Class,Jurisdiction,Salary,Date
2.1.3,Junior Officer,Victoria,59358,1/07/2023
2.1.4,Junior Officer,Victoria,60504,1/07/2023
2.1.5,Junior Officer,Victoria,61642,1/07/2023
2.1.6,Junior Officer,Victoria,62787,1/07/2023
2.1.7,Junior Officer,Victoria,63929,1/07/2023
2.1.8,Junior Officer,Victoria,65071,1/07/2023
2.2.1,Junior Officer,Victoria,66312,1/07/2023
2.2.2,Junior Officer,Victoria,67454,1/07/2023
2.2.3,Junior Officer,Victoria,68594,1/07/2023
2.2.4,Junior Officer,Victoria,69739,1/07/2023
2.2.5,Junior Officer,Victoria,70878,1/07/2023
2.2.6,Junior Officer,Victoria,72024,1/07/2023
2.2.7,Junior Officer,Victoria,73165,1/07/2023
6.1.1,Manager,Victoria,131270,1/07/2023
6.1.2,Manager,Victoria,153150,1/07/2023
6.2.1,Manager,Victoria,153425,1/07/2023
6.2.2,Manager,Victoria,175303,1/07/2023
3.1.1,Officer,Victoria,74864,1/07/2023
3.1.2,Officer,Victoria,76448,1/07/2023
3.1.3,Officer,Victoria,78030,1/07/2023
3.1.4,Officer,Victoria,79611,1/07/2023
3.1.5,Officer,Victoria,81191,1/07/2023
3.1.6,Officer,Victoria,82775,1/07/2023
3.2.1,Officer,Victoria,84454,1/07/2023
3.2.2,Officer,Victoria,86038,1/07/2023
3.2.3,Officer,Victoria,87619,1/07/2023
3.2.4,Officer,Victoria,89198,1/07/2023
3.2.5,Officer,Victoria,90782,1/07/2023
4.1.1,Officer,Victoria,92715,1/07/2023
4.1.2,Officer,Victoria,94767,1/07/2023
4.1.3,Officer,Victoria,96819,1/07/2023
4.1.4,Officer,Victoria,98865,1/07/2023
4.1.5,Officer,Victoria,100920,1/07/2023
4.1.6,Officer,Victoria,102970,1/07/2023
4.1.7,Officer,Victoria,105022,1/07/2023
6.1.1,Principal Officer,Victoria,131270,1/07/2023
6.1.2,Principal Officer,Victoria,153150,1/07/2023
6.2.1,Principal Officer,Victoria,153425,1/07/2023
6.2.2,Principal Officer,Victoria,175303,1/07/2023
5.1.1,Senior Officer,Victoria,106936,1/07/2023
5.1.2,Senior Officer,Victoria,118007,1/07/2023
5.2.1,Senior Officer,Victoria,118147,1/07/2023
5.2.2,Senior Officer,Victoria,129216,1/07/2023
7.1.1,Specialist,Victoria,178192,1/07/2023
7.1.2,Specialist,Victoria,199278,1/07/2023
7.2.1,Specialist,Victoria,199545,1/07/2023
7.2.2,Specialist,Victoria,220632,1/07/2023
7.3.1,Specialist,Victoria,220896,1/07/2023
7.3.2,Specialist,Victoria,241985,1/07/2023
1.1,Junior Officer,WA,47737,13/06/2015
1.2,Junior Officer,WA,50480,13/06/2015
1.3,Junior Officer,WA,53364,13/06/2015
1.4,Junior Officer,WA,55977,13/06/2015
2.1,Junior Officer,WA,57729,13/06/2015
2.2,Junior Officer,WA,59299,13/06/2015
2.3,Junior Officer,WA,60958,13/06/2015
2.4,Junior Officer,WA,62689,13/06/2015
3.1,Junior Officer,WA,66240,13/06/2015
3.2,Junior Officer,WA,68079,13/06/2015
3.3,Junior Officer,WA,69974,13/06/2015
3.4,Junior Officer,WA,71919,13/06/2015
4.1,Officer,WA,74587,13/06/2015
4.2,Officer,WA,76676,13/06/2015
4.3,Officer,WA,78826,13/06/2015
5.1,Officer,WA,82973,13/06/2015
5.2,Officer,WA,85771,13/06/2015
5.3,Officer,WA,88679,13/06/2015
5.4,Officer,WA,91701,13/06/2015
6.1,Senior Officer,WA,96552,13/06/2015
6.2,Senior Officer,WA,99854,13/06/2015
6.3,Senior Officer,WA,103271,13/06/2015
6.4,Senior Officer,WA,106917,13/06/2015
7.1,Principal Officer,WA,112902,13/06/2015
7.2,Principal Officer,WA,116781,13/06/2015
7.3,Principal Officer,WA,121008,13/06/2015
8.1,Manager,WA,128094,13/06/2015
8.2,Manager,WA,133022,13/06/2015
8.3,Manager,WA,139131,13/06/2015
9.1,Executive,WA,147014,13/06/2015
9.2,Executive,WA,152177,13/06/2015
9.3,Executive,WA,158063,13/06/2015
10.1,Executive,WA,167257,13/06/2015
10.2,Executive,WA,176183,13/06/2015
10.3,Executive,WA,185098,13/06/2015
10.4,Executive,WA,194019,13/06/2015
1.1,Junior Officer,WA,47737,12/06/2016
1.2,Junior Officer,WA,50480,12/06/2016
1.3,Junior Officer,WA,53364,12/06/2016
1.4,Junior Officer,WA,55977,12/06/2016
2.1,Junior Officer,WA,57729,12/06/2016
2.2,Junior Officer,WA,59299,12/06/2016
2.3,Junior Officer,WA,60958,12/06/2016
2.4,Junior Officer,WA,62689,12/06/2016
3.1,Junior Officer,WA,66240,12/06/2016
3.2,Junior Officer,WA,68079,12/06/2016
3.3,Junior Officer,WA,69974,12/06/2016
3.4,Junior Officer,WA,71919,12/06/2016
4.1,Officer,WA,74587,12/06/2016
4.2,Officer,WA,76676,12/06/2016
4.3,Officer,WA,78826,12/06/2016
5.1,Officer,WA,82973,12/06/2016
5.2,Officer,WA,85771,12/06/2016
5.3,Officer,WA,88679,12/06/2016
5.4,Officer,WA,91701,12/06/2016
6.1,Senior Officer,WA,96552,12/06/2016
6.2,Senior Officer,WA,99854,12/06/2016
6.3,Senior Officer,WA,103271,12/06/2016
6.4,Senior Officer,WA,106917,12/06/2016
7.1,Principal Officer,WA,112902,12/06/2016
7.2,Principal Officer,WA,116781,12/06/2016
7.3,Principal Officer,WA,121008,12/06/2016
8.1,Manager,WA,128094,12/06/2016
8.2,Manager,WA,133022,12/06/2016
8.3,Manager,WA,139131,12/06/2016
9.1,Executive,WA,147014,12/06/2016
9.2,Executive,WA,152177,12/06/2016
9.3,Executive,WA,158063,12/06/2016
10.1,Executive,WA,167257,12/06/2016
10.2,Executive,WA,176183,12/06/2016
10.3,Executive,WA,185098,12/06/2016
10.4,Executive,WA,194019,12/06/2016
1.1,Junior Officer,WA,48930,13/06/2016
1.2,Junior Officer,WA,51742,13/06/2016
1.3,Junior Officer,WA,54698,13/06/2016
1.4,Junior Officer,WA,57376,13/06/2016
2.1,Junior Officer,WA,59172,13/06/2016
2.2,Junior Officer,WA,60781,13/06/2016
2.3,Junior Officer,WA,62482,13/06/2016
2.4,Junior Officer,WA,64256,13/06/2016
3.1,Junior Officer,WA,67896,13/06/2016
3.2,Junior Officer,WA,69781,13/06/2016
3.3,Junior Officer,WA,71723,13/06/2016
3.4,Junior Officer,WA,73717,13/06/2016
4.1,Officer,WA,76452,13/06/2016
4.2,Officer,WA,78593,13/06/2016
4.3,Officer,WA,80797,13/06/2016
5.1,Officer,WA,85047,13/06/2016
5.2,Officer,WA,87915,13/06/2016
5.3,Officer,WA,90896,13/06/2016
5.4,Officer,WA,93994,13/06/2016
6.1,Senior Officer,WA,98966,13/06/2016
6.2,Senior Officer,WA,102350,13/06/2016
6.3,Senior Officer,WA,105853,13/06/2016
6.4,Senior Officer,WA,109590,13/06/2016
7.1,Principal Officer,WA,115725,13/06/2016
7.2,Principal Officer,WA,119701,13/06/2016
7.3,Principal Officer,WA,124033,13/06/2016
8.1,Manager,WA,131296,13/06/2016
8.2,Manager,WA,136348,13/06/2016
8.3,Manager,WA,142609,13/06/2016
9.1,Executive,WA,150689,13/06/2016
9.2,Executive,WA,155981,13/06/2016
9.3,Executive,WA,162015,13/06/2016
10.1,Executive,WA,171438,13/06/2016
10.2,Executive,WA,180588,13/06/2016
10.3,Executive,WA,189725,13/06/2016
10.4,Executive,WA,198869,13/06/2016
1.1,Junior Officer,WA,48930,12/06/2017
1.2,Junior Officer,WA,51742,12/06/2017
1.3,Junior Officer,WA,54698,12/06/2017
1.4,Junior Officer,WA,57376,12/06/2017
2.1,Junior Officer,WA,59172,12/06/2017
2.2,Junior Officer,WA,60781,12/06/2017
2.3,Junior Officer,WA,62482,12/06/2017
2.4,Junior Officer,WA,64256,12/06/2017
3.1,Junior Officer,WA,67896,12/06/2017
3.2,Junior Officer,WA,69781,12/06/2017
3.3,Junior Officer,WA,71723,12/06/2017
3.4,Junior Officer,WA,73717,12/06/2017
4.1,Officer,WA,76452,12/06/2017
4.2,Officer,WA,78593,12/06/2017
4.3,Officer,WA,80797,12/06/2017
5.1,Officer,WA,85047,12/06/2017
5.2,Officer,WA,87915,12/06/2017
5.3,Officer,WA,90896,12/06/2017
5.4,Officer,WA,93994,12/06/2017
6.1,Senior Officer,WA,98966,12/06/2017
6.2,Senior Officer,WA,102350,12/06/2017
6.3,Senior Officer,WA,105853,12/06/2017
6.4,Senior Officer,WA,109590,12/06/2017
7.1,Principal Officer,WA,115725,12/06/2017
7.2,Principal Officer,WA,119701,12/06/2017
7.3,Principal Officer,WA,124033,12/06/2017
8.1,Manager,WA,131296,12/06/2017
8.2,Manager,WA,136348,12/06/2017
8.3,Manager,WA,142609,12/06/2017
9.1,Executive,WA,150689,12/06/2017
9.2,Executive,WA,155981,12/06/2017
9.3,Executive,WA,162015,12/06/2017
10.1,Executive,WA,171438,12/06/2017
10.2,Executive,WA,180588,12/06/2017
10.3,Executive,WA,189725,12/06/2017
10.4,Executive,WA,198869,12/06/2017
1.1,Junior Officer,WA,49930,13/06/2017
1.2,Junior Officer,WA,52742,13/06/2017
1.3,Junior Officer,WA,55698,13/06/2017
1.4,Junior Officer,WA,58376,13/06/2017
2.1,Junior Officer,WA,60172,13/06/2017
2.2,Junior Officer,WA,61781,13/06/2017
2.3,Junior Officer,WA,63482,13/06/2017
2.4,Junior Officer,WA,65256,13/06/2017
3.1,Junior Officer,WA,68896,13/06/2017
3.2,Junior Officer,WA,70781,13/06/2017
3.3,Junior Officer,WA,72723,13/06/2017
3.4,Junior Officer,WA,74717,13/06/2017
4.1,Officer,WA,77452,13/06/2017
4.2,Officer,WA,79593,13/06/2017
4.3,Officer,WA,81797,13/06/2017
5.1,Officer,WA,86047,13/06/2017
5.2,Officer,WA,88915,13/06/2017
5.3,Officer,WA,91896,13/06/2017
5.4,Officer,WA,94994,13/06/2017
6.1,Senior Officer,WA,99966,13/06/2017
6.2,Senior Officer,WA,103350,13/06/2017
6.3,Senior Officer,WA,106853,13/06/2017
6.4,Senior Officer,WA,110590,13/06/2017
7.1,Principal Officer,WA,116725,13/06/2017
7.2,Principal Officer,WA,120701,13/06/2017
7.3,Principal Officer,WA,125033,13/06/2017
8.1,Manager,WA,132296,13/06/2017
8.2,Manager,WA,137348,13/06/2017
8.3,Manager,WA,143609,13/06/2017
9.1,Executive,WA,151689,13/06/2017
9.2,Executive,WA,156981,13/06/2017
9.3,Executive,WA,163015,13/06/2017
10.1,Executive,WA,172438,13/06/2017
10.2,Executive,WA,181588,13/06/2017
10.3,Executive,WA,190725,13/06/2017
10.4,Executive,WA,199869,13/06/2017
1.1,Junior Officer,WA,49930,12/06/2018
1.2,Junior Officer,WA,52742,12/06/2018
1.3,Junior Officer,WA,55698,12/06/2018
1.4,Junior Officer,WA,58376,12/06/2018
2.1,Junior Officer,WA,60172,12/06/2018
2.2,Junior Officer,WA,61781,12/06/2018
2.3,Junior Officer,WA,63482,12/06/2018
2.4,Junior Officer,WA,65256,12/06/2018
3.1,Junior Officer,WA,68896,12/06/2018
3.2,Junior Officer,WA,70781,12/06/2018
3.3,Junior Officer,WA,72723,12/06/2018
3.4,Junior Officer,WA,74717,12/06/2018
4.1,Officer,WA,77452,12/06/2018
4.2,Officer,WA,79593,12/06/2018
4.3,Officer,WA,81797,12/06/2018
5.1,Officer,WA,86047,12/06/2018
5.2,Officer,WA,88915,12/06/2018
5.3,Officer,WA,91896,12/06/2018
5.4,Officer,WA,94994,12/06/2018
6.1,Senior Officer,WA,99966,12/06/2018
6.2,Senior Officer,WA,103350,12/06/2018
6.3,Senior Officer,WA,106853,12/06/2018
6.4,Senior Officer,WA,110590,12/06/2018
7.1,Principal Officer,WA,116725,12/06/2018
7.2,Principal Officer,WA,120701,12/06/2018
7.3,Principal Officer,WA,125033,12/06/2018
8.1,Manager,WA,132296,12/06/2018
8.2,Manager,WA,137348,12/06/2018
8.3,Manager,WA,143609,12/06/2018
9.1,Executive,WA,151689,12/06/2018
9.2,Executive,WA,156981,12/06/2018
9.3,Executive,WA,163015,12/06/2018
10.1,Executive,WA,172438,12/06/2018
10.2,Executive,WA,181588,12/06/2018
10.3,Executive,WA,190725,12/06/2018
10.4,Executive,WA,199869,12/06/2018
1.1,Junior Officer,WA,50930,13/06/2018
1.2,Junior Officer,WA,53742,13/06/2018
1.3,Junior Officer,WA,56698,13/06/2018
1.4,Junior Officer,WA,59376,13/06/2018
2.1,Junior Officer,WA,61172,13/06/2018
2.2,Junior Officer,WA,62781,13/06/2018
2.3,Junior Officer,WA,64482,13/06/2018
2.4,Junior Officer,WA,66256,13/06/2018
3.1,Junior Officer,WA,69896,13/06/2018
3.2,Junior Officer,WA,71781,13/06/2018
3.3,Junior Officer,WA,73723,13/06/2018
3.4,Junior Officer,WA,75717,13/06/2018
4.1,Officer,WA,78452,13/06/2018
4.2,Officer,WA,80593,13/06/2018
4.3,Officer,WA,82797,13/06/2018
5.1,Officer,WA,87047,13/06/2018
5.2,Officer,WA,89915,13/06/2018
5.3,Officer,WA,92896,13/06/2018
5.4,Officer,WA,95994,13/06/2018
6.1,Senior Officer,WA,100966,13/06/2018
6.2,Senior Officer,WA,104350,13/06/2018
6.3,Senior Officer,WA,107853,13/06/2018
6.4,Senior Officer,WA,111590,13/06/2018
7.1,Principal Officer,WA,117725,13/06/2018
7.2,Principal Officer,WA,121701,13/06/2018
7.3,Principal Officer,WA,126033,13/06/2018
8.1,Manager,WA,133296,13/06/2018
8.2,Manager,WA,138348,13/06/2018
8.3,Manager,WA,144609,13/06/2018
9.1,Executive,WA,152689,13/06/2018
9.2,Executive,WA,157981,13/06/2018
9.3,Executive,WA,164015,13/06/2018
10.1,Executive,WA,173438,13/06/2018
10.2,Executive,WA,182588,13/06/2018
10.3,Executive,WA,191725,13/06/2018
10.4,Executive,WA,200869,13/06/2018
1.1,Junior Officer,WA,50930,12/06/2019
1.2,Junior Officer,WA,53742,12/06/2019
1.3,Junior Officer,WA,56698,12/06/2019
1.4,Junior Officer,WA,59376,12/06/2019
2.1,Junior Officer,WA,61172,12/06/2019
2.2,Junior Officer,WA,62781,12/06/2019
2.3,Junior Officer,WA,64482,12/06/2019
2.4,Junior Officer,WA,66256,12/06/2019
3.1,Junior Officer,WA,69896,12/06/2019
3.2,Junior Officer,WA,71781,12/06/2019
3.3,Junior Officer,WA,73723,12/06/2019
3.4,Junior Officer,WA,75717,12/06/2019
4.1,Officer,WA,78452,12/06/2019
4.2,Officer,WA,80593,12/06/2019
4.3,Officer,WA,82797,12/06/2019
5.1,Officer,WA,87047,12/06/2019
5.2,Officer,WA,89915,12/06/2019
5.3,Officer,WA,92896,12/06/2019
5.4,Officer,WA,95994,12/06/2019
6.1,Senior Officer,WA,100966,12/06/2019
6.2,Senior Officer,WA,104350,12/06/2019
6.3,Senior Officer,WA,107853,12/06/2019
6.4,Senior Officer,WA,111590,12/06/2019
7.1,Principal Officer,WA,117725,12/06/2019
7.2,Principal Officer,WA,121701,12/06/2019
7.3,Principal Officer,WA,126033,12/06/2019
8.1,Manager,WA,133296,12/06/2019
